i,j,Lookup,AccountID,Month,AssetClass,Stage Mapper,Stage,Exposure,ECL,PD,LGD
1885,175,19,MB175,201903,MRTG,0.08675159744,Stage 1,1212698,7105,0.150,0.04
1886,176,19,MB176,201903,MRTG,0.2004003587,Stage 1,797070,2756,0.013,0.26
1887,177,19,MB177,201903,MRTG,0.9715369609,Stage 3,1234152,596086,1.000,0.48
1888,178,19,MB178,201903,MRTG,0.02302222549,Stage 1,748521,2722,0.091,0.04
1889,179,19,MB179,201903,MRTG,0.9772636211,Stage 3,906865,250654,1.000,0.28
1890,180,19,MB180,201903,MRTG,0.5053059938,Stage 1,1100950,19613,0.071,0.25
1891,181,19,MB181,201903,MRTG,0.5884074336,Stage 1,925318,26783,0.197,0.15
1892,182,19,MB182,201903,MRTG,0.5845587818,Stage 1,1339575,42327,0.162,0.19
1893,183,19,MB183,201903,MRTG,0.1556518965,Stage 1,1187585,69205,0.199,0.29
1894,184,19,MB184,201903,MRTG,0.5040775229,Stage 1,1412494,46039,0.130,0.25
1895,185,19,MB185,201903,MRTG,0.5106182151,Stage 1,1245488,41042,0.148,0.22
1896,186,19,MB186,201903,MRTG,0.02796449791,Stage 1,1496719,20996,0.040,0.35
1897,187,19,MB187,201903,MRTG,0.1423690031,Stage 1,1248407,2257,0.032,0.06
1898,188,19,MB188,201903,MRTG,0.6258950975,Stage 1,1432600,39063,0.077,0.35
1899,189,19,MB189,201903,MRTG,0.8907006319,Stage 2,991265,140734,0.551,0.26
1900,190,19,MB190,201903,MRTG,0.243934649,Stage 1,1412339,18654,0.159,0.08
1901,96,20,MB96,201904,MRTG,0.554023287,Stage 1,1435074,7024,0.119,0.04
1902,97,20,MB97,201904,MRTG,0.2951442456,Stage 1,1088746,58071,0.156,0.34
1903,98,20,MB98,201904,MRTG,0.8281554762,Stage 2,1044008,7819,0.450,0.02
1904,99,20,MB99,201904,MRTG,0.8807938643,Stage 2,1379772,159517,0.548,0.21
1905,100,20,MB100,201904,MRTG,0.9079212927,Stage 2,696265,72063,0.570,0.18
1906,101,20,MB101,201904,MRTG,0.2248684913,Stage 1,1453836,94523,0.160,0.41
1907,102,20,MB102,201904,MRTG,0.1079483993,Stage 1,1262018,3013,0.035,0.07
1908,103,20,MB103,201904,MRTG,0.6221830843,Stage 1,1152557,1140,0.078,0.01
1909,104,20,MB104,201904,MRTG,0.3450608366,Stage 1,1201839,18392,0.054,0.28
1910,105,20,MB105,201904,MRTG,0.3804191915,Stage 1,1043685,41736,0.153,0.26
1911,106,20,MB106,201904,MRTG,0.01530781487,Stage 1,1489450,53401,0.137,0.26
1912,107,20,MB107,201904,MRTG,0.8109844305,Stage 2,1390992,131510,0.297,0.32
1913,108,20,MB108,201904,MRTG,0.07775701601,Stage 1,585870,1239,0.195,0.01
1914,109,20,MB109,201904,MRTG,0.09062867282,Stage 1,1213424,82091,0.172,0.39
1915,110,20,MB110,201904,MRTG,0.2991214657,Stage 1,1135851,33188,0.181,0.16
1916,111,20,MB111,201904,MRTG,0.08870445961,Stage 1,807325,7089,0.027,0.33
1917,112,20,MB112,201904,MRTG,0.03312367309,Stage 1,1085285,39640,0.124,0.29
1918,113,20,MB113,201904,MRTG,0.1129329874,Stage 1,1288068,65731,0.179,0.29
1919,114,20,MB114,201904,MRTG,0.4118919054,Stage 1,1359301,74347,0.184,0.30
1920,115,20,MB115,201904,MRTG,0.06426185367,Stage 1,926630,13821,0.031,0.47
1921,116,20,MB116,201904,MRTG,0.8599206031,Stage 2,1439576,145281,0.245,0.41
1922,117,20,MB117,201904,MRTG,0.06922329066,Stage 1,1008868,5834,0.160,0.04
1923,118,20,MB118,201904,MRTG,0.7411250707,Stage 1,746500,524,0.102,0.01
1924,119,20,MB119,201904,MRTG,0.1521028047,Stage 1,1217273,60550,0.101,0.49
1925,120,20,MB120,201904,MRTG,0.1938172736,Stage 1,793108,1013,0.017,0.08
1926,121,20,MB121,201904,MRTG,0.5608058342,Stage 1,854508,43837,0.136,0.38
1927,122,20,MB122,201904,MRTG,0.6651903498,Stage 1,524759,16395,0.165,0.19
1928,123,20,MB123,201904,MRTG,0.6267940995,Stage 1,713099,29061,0.141,0.29
1929,124,20,MB124,201904,MRTG,0.8349116782,Stage 2,998712,2809,0.154,0.02
1930,125,20,MB125,201904,MRTG,0.4437023282,Stage 1,805100,12364,0.068,0.23
1931,126,20,MB126,201904,MRTG,0.916104574,Stage 2,763662,167823,0.446,0.49
1932,127,20,MB127,201904,MRTG,0.6297193633,Stage 1,1148838,9649,0.055,0.15
1933,128,20,MB128,201904,MRTG,0.2813826471,Stage 1,659755,17271,0.067,0.39
1934,129,20,MB129,201904,MRTG,0.199623663,Stage 1,1156870,4478,0.138,0.03
1935,130,20,MB130,201904,MRTG,0.9123562049,Stage 2,728317,3978,0.018,0.30
1936,131,20,MB131,201904,MRTG,0.3332322364,Stage 1,1060908,20199,0.062,0.31
1937,132,20,MB132,201904,MRTG,0.8844428647,Stage 2,967614,54407,0.179,0.31
1938,133,20,MB133,201904,MRTG,0.07330228156,Stage 1,1066802,35957,0.121,0.28
1939,134,20,MB134,201904,MRTG,0.4368004799,Stage 1,531441,27126,0.155,0.33
1940,135,20,MB135,201904,MRTG,0.7185946902,Stage 1,1267720,40399,0.149,0.21
1941,136,20,MB136,201904,MRTG,0.7422989434,Stage 1,892432,18045,0.051,0.40
1942,137,20,MB137,201904,MRTG,0.6634690175,Stage 1,608991,6361,0.033,0.31
1943,138,20,MB138,201904,MRTG,0.2778199312,Stage 1,1498115,97129,0.190,0.34
1944,139,20,MB139,201904,MRTG,0.4562575862,Stage 1,636729,6620,0.108,0.10
1945,140,20,MB140,201904,MRTG,0.3346137844,Stage 1,567281,665,0.038,0.03
1946,141,20,MB141,201904,MRTG,0.9526129258,Stage 3,1258266,87091,1.000,0.07
1947,142,20,MB142,201904,MRTG,0.2263588959,Stage 1,1204916,18682,0.155,0.10
1948,143,20,MB143,201904,MRTG,0.1905149326,Stage 1,1069911,15844,0.177,0.08
1949,144,20,MB144,201904,MRTG,0.814005774,Stage 2,769327,31999,0.127,0.33
1950,145,20,MB145,201904,MRTG,0.3397630387,Stage 1,881668,40098,0.158,0.29
1951,146,20,MB146,201904,MRTG,0.1271050005,Stage 1,984242,40221,0.154,0.26
1952,147,20,MB147,201904,MRTG,0.1252915088,Stage 1,1194995,40733,0.079,0.43
1953,148,20,MB148,201904,MRTG,0.8174081559,Stage 2,1246318,49869,0.087,0.46
1954,149,20,MB149,201904,MRTG,0.1008835028,Stage 1,514708,3746,0.029,0.25
1955,150,20,MB150,201904,MRTG,0.5190039089,Stage 1,794956,45215,0.177,0.32
1956,151,20,MB151,201904,MRTG,0.1837991184,Stage 1,1336710,53626,0.149,0.27
1957,152,20,MB152,201904,MRTG,0.6376513525,Stage 1,1262692,25941,0.042,0.49
1958,153,20,MB153,201904,MRTG,0.8430746817,Stage 2,1426771,40135,0.059,0.48
1959,154,20,MB154,201904,MRTG,0.7684585959,Stage 1,752129,8948,0.030,0.39
1960,155,20,MB155,201904,MRTG,0.1720239255,Stage 1,960439,20977,0.055,0.39
1961,156,20,MB156,201904,MRTG,0.6044196031,Stage 1,1146831,24613,0.050,0.43
1962,157,20,MB157,201904,MRTG,0.9416241258,Stage 2,1238936,205899,0.438,0.38
1963,158,20,MB158,201904,MRTG,0.4979779357,Stage 1,1281472,11867,0.112,0.08
1964,159,20,MB159,201904,MRTG,0.3144831931,Stage 1,930139,12153,0.073,0.18
1965,160,20,MB160,201904,MRTG,0.5637727631,Stage 1,809456,20771,0.077,0.33
1966,161,20,MB161,201904,MRTG,0.6530535641,Stage 1,1147430,57128,0.143,0.35
1967,162,20,MB162,201904,MRTG,0.5437032915,Stage 1,818179,9631,0.026,0.45
1968,163,20,MB163,201904,MRTG,0.2504171177,Stage 1,602980,20412,0.138,0.25
1969,164,20,MB164,201904,MRTG,0.4167129079,Stage 1,1172912,61594,0.178,0.29
1970,165,20,MB165,201904,MRTG,0.5826589311,Stage 1,627270,27919,0.140,0.32
1971,166,20,MB166,201904,MRTG,0.6371565544,Stage 1,1205231,62580,0.150,0.35
1972,167,20,MB167,201904,MRTG,0.07955736754,Stage 1,995151,3984,0.037,0.11
1973,168,20,MB168,201904,MRTG,0.7798146055,Stage 1,1202009,3564,0.006,0.46
1974,169,20,MB169,201904,MRTG,0.4516424184,Stage 1,1343181,47215,0.155,0.23
1975,170,20,MB170,201904,MRTG,0.4997163316,Stage 1,1462818,18992,0.145,0.09
1976,171,20,MB171,201904,MRTG,0.3288407201,Stage 1,996359,31265,0.179,0.18
1977,172,20,MB172,201904,MRTG,0.964726653,Stage 3,759391,334150,1.000,0.44
1978,173,20,MB173,201904,MRTG,0.6567870887,Stage 1,1378639,3548,0.024,0.11
1979,174,20,MB174,201904,MRTG,0.06274370123,Stage 1,1398414,56443,0.173,0.23
1980,175,20,MB175,201904,MRTG,0.7749129703,Stage 1,885045,683,0.115,0.01
1981,176,20,MB176,201904,MRTG,0.6383922733,Stage 1,821818,41141,0.185,0.27
1982,177,20,MB177,201904,MRTG,0.9447257782,Stage 2,1308980,159470,0.358,0.34
1983,178,20,MB178,201904,MRTG,0.08194252337,Stage 1,606090,21926,0.090,0.40
1984,179,20,MB179,201904,MRTG,0.9019943788,Stage 2,1201935,1500,0.174,0.01
1985,180,20,MB180,201904,MRTG,0.7221236847,Stage 1,688491,2581,0.010,0.39
1986,181,20,MB181,201904,MRTG,0.6332081373,Stage 1,1090741,6577,0.016,0.37
1987,182,20,MB182,201904,MRTG,0.501453793,Stage 1,764057,9718,0.090,0.14
1988,183,20,MB183,201904,MRTG,0.4006549601,Stage 1,1376497,57977,0.194,0.22
1989,184,20,MB184,201904,MRTG,0.3152061521,Stage 1,688548,5603,0.033,0.25
1990,185,20,MB185,201904,MRTG,0.2033708198,Stage 1,1216996,38622,0.153,0.21
1991,186,20,MB186,201904,MRTG,0.5413471019,Stage 1,780986,1715,0.013,0.17
1992,187,20,MB187,201904,MRTG,0.5202742083,Stage 1,1369046,28251,0.101,0.21
1993,188,20,MB188,201904,MRTG,0.6874955565,Stage 1,552056,19192,0.125,0.28
1994,189,20,MB189,201904,MRTG,0.7598674513,Stage 1,1097194,23897,0.160,0.14
1995,190,20,MB190,201904,MRTG,0.6315869187,Stage 1,1264541,27925,0.091,0.24
1996,191,20,MB191,201904,MRTG,0.2764364468,Stage 1,990602,12047,0.139,0.09
1997,192,20,MB192,201904,MRTG,0.6755128207,Stage 1,1047313,46870,0.143,0.31
1998,193,20,MB193,201904,MRTG,0.8098167882,Stage 2,1160083,152594,0.544,0.24
1999,194,20,MB194,201904,MRTG,0.996214798,Stage 3,989633,103551,1.000,0.10
2000,195,20,MB195,201904,MRTG,0.484239496,Stage 1,1493345,11718,0.137,0.06
2001,101,21,MB101,201905,MRTG,0.1378272108,Stage 1,707006,4274,0.200,0.03
2002,102,21,MB102,201905,MRTG,0.04687862165,Stage 1,749557,64488,0.180,0.48
2003,103,21,MB103,201905,MRTG,0.9034033559,Stage 2,529278,87247,0.338,0.49
2004,104,21,MB104,201905,MRTG,0.3394713838,Stage 1,1486348,100240,0.184,0.37
2005,105,21,MB105,201905,MRTG,0.4780598798,Stage 1,1466739,19926,0.179,0.08
2006,106,21,MB106,201905,MRTG,0.3433692021,Stage 1,1485839,9215,0.063,0.10
2007,107,21,MB107,201905,MRTG,0.3402013106,Stage 1,977521,42573,0.195,0.22
2008,108,21,MB108,201905,MRTG,0.8018354525,Stage 2,1224503,4371,0.045,0.08
2009,109,21,MB109,201905,MRTG,0.6276282196,Stage 1,821668,33575,0.164,0.25
2010,110,21,MB110,201905,MRTG,0.9511786288,Stage 3,1398158,148477,1.000,0.11
2011,111,21,MB111,201905,MRTG,0.1452035182,Stage 1,741763,55669,0.190,0.39
2012,112,21,MB112,201905,MRTG,0.3478818337,Stage 1,842911,575,0.025,0.03
2013,113,21,MB113,201905,MRTG,0.2953900802,Stage 1,670484,2658,0.030,0.13
2014,114,21,MB114,201905,MRTG,0.9913551285,Stage 3,800168,300673,1.000,0.38
2015,115,21,MB115,201905,MRTG,0.4380434673,Stage 1,710912,5586,0.059,0.13
2016,116,21,MB116,201905,MRTG,0.7560289419,Stage 1,1164709,12481,0.036,0.30
2017,117,21,MB117,201905,MRTG,0.7376366815,Stage 1,1360653,13134,0.024,0.41
2018,118,21,MB118,201905,MRTG,0.6725721347,Stage 1,575604,17177,0.060,0.50
2019,119,21,MB119,201905,MRTG,0.5215199996,Stage 1,716134,32,0.010,0.00
2020,120,21,MB120,201905,MRTG,0.4620358863,Stage 1,1297202,2770,0.010,0.20
2021,121,21,MB121,201905,MRTG,0.7794215749,Stage 1,574880,9799,0.036,0.48
2022,122,21,MB122,201905,MRTG,0.3202956081,Stage 1,1269232,32252,0.060,0.43
2023,123,21,MB123,201905,MRTG,0.3003343854,Stage 1,1092594,39626,0.131,0.28
2024,124,21,MB124,201905,MRTG,0.6805127427,Stage 1,1349349,21646,0.088,0.18
2025,125,21,MB125,201905,MRTG,0.3270022688,Stage 1,605915,7461,0.135,0.09
2026,126,21,MB126,201905,MRTG,0.2213212839,Stage 1,1136916,43332,0.082,0.46
2027,127,21,MB127,201905,MRTG,0.6598273064,Stage 1,1323405,1997,0.055,0.03
2028,128,21,MB128,201905,MRTG,0.9265325509,Stage 2,1253038,35133,0.242,0.12
2029,129,21,MB129,201905,MRTG,0.1512102758,Stage 1,1255337,77163,0.154,0.40
2030,130,21,MB130,201905,MRTG,0.4924518421,Stage 1,1098717,27190,0.170,0.15
2031,131,21,MB131,201905,MRTG,0.1787697906,Stage 1,1201131,7388,0.039,0.16
2032,132,21,MB132,201905,MRTG,0.7911350883,Stage 1,851286,15836,0.104,0.18
2033,133,21,MB133,201905,MRTG,0.2928543359,Stage 1,1061673,8191,0.051,0.15
2034,134,21,MB134,201905,MRTG,0.6674371569,Stage 1,1360147,15898,0.191,0.06
2035,135,21,MB135,201905,MRTG,0.01217629455,Stage 1,677521,30731,0.140,0.32
2036,136,21,MB136,201905,MRTG,0.8254898118,Stage 2,1128377,156772,0.330,0.42
2037,137,21,MB137,201905,MRTG,0.04380042925,Stage 1,814178,26961,0.117,0.28
2038,138,21,MB138,201905,MRTG,0.4629009026,Stage 1,1319314,62724,0.178,0.27
2039,139,21,MB139,201905,MRTG,0.7732717257,Stage 1,588767,83,0.001,0.25
2040,140,21,MB140,201905,MRTG,0.1707104629,Stage 1,700144,40027,0.194,0.29
2041,141,21,MB141,201905,MRTG,0.0911617236,Stage 1,1340830,2229,0.006,0.26
2042,142,21,MB142,201905,MRTG,0.2318290632,Stage 1,1261442,27687,0.055,0.40
2043,143,21,MB143,201905,MRTG,0.7681588946,Stage 1,741408,9765,0.027,0.48
2044,144,21,MB144,201905,MRTG,0.1337923569,Stage 1,1457004,35966,0.198,0.12
2045,145,21,MB145,201905,MRTG,0.07707003878,Stage 1,1372569,29703,0.072,0.30
2046,146,21,MB146,201905,MRTG,0.9422977176,Stage 2,1257308,48057,0.153,0.25
2047,147,21,MB147,201905,MRTG,0.9923960787,Stage 3,1423149,695238,1.000,0.49
2048,148,21,MB148,201905,MRTG,0.2548680198,Stage 1,557999,33964,0.125,0.49
2049,149,21,MB149,201905,MRTG,0.5227901788,Stage 1,880557,25744,0.063,0.46
2050,150,21,MB150,201905,MRTG,0.1294680342,Stage 1,628404,5152,0.119,0.07
2051,151,21,MB151,201905,MRTG,0.8856097318,Stage 2,1263148,248050,0.501,0.39
2052,152,21,MB152,201905,MRTG,0.5369548168,Stage 1,811073,6101,0.031,0.24
2053,153,21,MB153,201905,MRTG,0.793476961,Stage 1,659169,26068,0.154,0.26
2054,154,21,MB154,201905,MRTG,0.1604792054,Stage 1,1319211,10202,0.152,0.05
2055,155,21,MB155,201905,MRTG,0.9584298448,Stage 3,508003,83998,1.000,0.17
2056,156,21,MB156,201905,MRTG,0.4165939207,Stage 1,842880,10459,0.175,0.07
2057,157,21,MB157,201905,MRTG,0.5386639116,Stage 1,1084700,47704,0.093,0.47
2058,158,21,MB158,201905,MRTG,0.3247206951,Stage 1,525701,43370,0.177,0.47
2059,159,21,MB159,201905,MRTG,0.05545094844,Stage 1,1202455,63323,0.166,0.32
2060,160,21,MB160,201905,MRTG,0.7422570471,Stage 1,1360932,205,0.002,0.06
2061,161,21,MB161,201905,MRTG,0.833612309,Stage 2,918203,15040,0.050,0.33
2062,162,21,MB162,201905,MRTG,0.7160669432,Stage 1,969308,2549,0.019,0.14
2063,163,21,MB163,201905,MRTG,0.198584872,Stage 1,1467953,68867,0.100,0.47
2064,164,21,MB164,201905,MRTG,0.4971236114,Stage 1,1241500,23450,0.194,0.10
2065,165,21,MB165,201905,MRTG,0.06793720268,Stage 1,740655,7389,0.121,0.08
2066,166,21,MB166,201905,MRTG,0.6090098692,Stage 1,1276794,97473,0.156,0.49
2067,167,21,MB167,201905,MRTG,0.6670860508,Stage 1,1057606,22296,0.149,0.14
2068,168,21,MB168,201905,MRTG,0.2538076726,Stage 1,1138602,210,0.024,0.01
2069,169,21,MB169,201905,MRTG,0.4804671007,Stage 1,1109560,19741,0.140,0.13
2070,170,21,MB170,201905,MRTG,0.0472247153,Stage 1,1029061,12539,0.054,0.23
2071,171,21,MB171,201905,MRTG,0.2136937123,Stage 1,632591,20031,0.127,0.25
2072,172,21,MB172,201905,MRTG,0.3808406383,Stage 1,802608,27033,0.176,0.19
2073,173,21,MB173,201905,MRTG,0.1230826938,Stage 1,808380,4201,0.031,0.17
2074,174,21,MB174,201905,MRTG,0.6609580708,Stage 1,1175720,12523,0.079,0.13
2075,175,21,MB175,201905,MRTG,0.0907496634,Stage 1,752978,373,0.050,0.01
2076,176,21,MB176,201905,MRTG,0.8341920727,Stage 2,1321356,64980,0.355,0.14
2077,177,21,MB177,201905,MRTG,0.9513186308,Stage 3,623627,91401,1.000,0.15
2078,178,21,MB178,201905,MRTG,0.3087269158,Stage 1,677236,47288,0.158,0.44
2079,179,21,MB179,201905,MRTG,0.8658144871,Stage 2,1405023,138812,0.250,0.40
2080,180,21,MB180,201905,MRTG,0.9618378792,Stage 3,1052382,55409,1.000,0.05
2081,181,21,MB181,201905,MRTG,0.6858024168,Stage 1,929194,10999,0.032,0.37
2082,182,21,MB182,201905,MRTG,0.9991700543,Stage 3,1432818,308597,1.000,0.22
2083,183,21,MB183,201905,MRTG,0.8432187965,Stage 2,997344,122405,0.408,0.30
2084,184,21,MB184,201905,MRTG,0.125361097,Stage 1,1101769,5918,0.068,0.08
2085,185,21,MB185,201905,MRTG,0.06614260064,Stage 1,983469,6329,0.023,0.28
2086,186,21,MB186,201905,MRTG,0.6904944848,Stage 1,779701,1450,0.046,0.04
2087,187,21,MB187,201905,MRTG,0.2761504095,Stage 1,1149965,37114,0.121,0.27
2088,188,21,MB188,201905,MRTG,0.09979780083,Stage 1,823249,54934,0.177,0.38
2089,189,21,MB189,201905,MRTG,0.1276677687,Stage 1,1252014,57383,0.181,0.25
2090,190,21,MB190,201905,MRTG,0.987810926,Stage 3,1108306,183,1.000,0.00
2091,191,21,MB191,201905,MRTG,0.4532923976,Stage 1,1273098,45876,0.086,0.42
2092,192,21,MB192,201905,MRTG,0.151416712,Stage 1,960674,28634,0.176,0.17
2093,193,21,MB193,201905,MRTG,0.1714575511,Stage 1,1257042,36624,0.165,0.18
2094,194,21,MB194,201905,MRTG,0.4627541843,Stage 1,1427767,6484,0.025,0.18
2095,195,21,MB195,201905,MRTG,0.1746907605,Stage 1,886619,21405,0.089,0.27
2096,196,21,MB196,201905,MRTG,0.4128476245,Stage 1,737563,8844,0.107,0.11
2097,197,21,MB197,201905,MRTG,0.1693946742,Stage 1,1424701,55373,0.174,0.22
2098,198,21,MB198,201905,MRTG,0.3051358135,Stage 1,1037622,15768,0.073,0.21
2099,199,21,MB199,201905,MRTG,0.09344512764,Stage 1,866548,392,0.006,0.07
2100,200,21,MB200,201905,MRTG,0.6759509331,Stage 1,1409409,79940,0.176,0.32
2101,106,22,MB106,201906,MRTG,0.4485075215,Stage 1,1152079,5505,0.013,0.38
2102,107,22,MB107,201906,MRTG,0.2829777193,Stage 1,814000,14740,0.106,0.17
2103,108,22,MB108,201906,MRTG,0.892979075,Stage 2,1321438,29035,0.085,0.26
2104,109,22,MB109,201906,MRTG,0.005046032581,Stage 1,537534,426,0.011,0.07
2105,110,22,MB110,201906,MRTG,0.6326604798,Stage 1,848155,14661,0.064,0.27
2106,111,22,MB111,201906,MRTG,0.5351274901,Stage 1,1002428,60574,0.138,0.44
2107,112,22,MB112,201906,MRTG,0.2940616793,Stage 1,599449,3373,0.021,0.26
2108,113,22,MB113,201906,MRTG,0.6365942225,Stage 1,517769,19334,0.181,0.21
2109,114,22,MB114,201906,MRTG,0.9846894569,Stage 3,1016313,280413,1.000,0.28
2110,115,22,MB115,201906,MRTG,0.5497569356,Stage 1,824401,40546,0.129,0.38
2111,116,22,MB116,201906,MRTG,0.4414151607,Stage 1,1005958,2095,0.017,0.12
2112,117,22,MB117,201906,MRTG,0.4761572621,Stage 1,702808,4681,0.070,0.09
2113,118,22,MB118,201906,MRTG,0.4883683053,Stage 1,540829,6526,0.156,0.08
2114,119,22,MB119,201906,MRTG,0.7923981026,Stage 1,651193,17745,0.133,0.20
2115,120,22,MB120,201906,MRTG,0.3066579874,Stage 1,1171925,52477,0.101,0.44
2116,121,22,MB121,201906,MRTG,0.1294295655,Stage 1,794082,17575,0.052,0.43
2117,122,22,MB122,201906,MRTG,0.2371312949,Stage 1,1215690,16728,0.137,0.10
2118,123,22,MB123,201906,MRTG,0.8387711911,Stage 2,975860,253454,0.533,0.49
2119,124,22,MB124,201906,MRTG,0.3624969991,Stage 1,654842,22697,0.071,0.49
2120,125,22,MB125,201906,MRTG,0.81136927,Stage 2,1047120,89999,0.174,0.49
2121,126,22,MB126,201906,MRTG,0.9552656579,Stage 3,1211307,356966,1.000,0.29
2122,127,22,MB127,201906,MRTG,0.5405114686,Stage 1,923248,55049,0.144,0.41
2123,128,22,MB128,201906,MRTG,0.932495417,Stage 2,1276925,140861,0.363,0.30
2124,129,22,MB129,201906,MRTG,0.665928531,Stage 1,1233782,24552,0.182,0.11
2125,130,22,MB130,201906,MRTG,0.7673274999,Stage 1,613228,10277,0.105,0.16
2126,131,22,MB131,201906,MRTG,0.7060034203,Stage 1,577791,149,0.013,0.02
2127,132,22,MB132,201906,MRTG,0.3014088892,Stage 1,909308,5532,0.044,0.14
2128,133,22,MB133,201906,MRTG,0.9986118226,Stage 3,1235418,283980,1.000,0.23
2129,134,22,MB134,201906,MRTG,0.6528231625,Stage 1,1386603,3821,0.010,0.28
2130,135,22,MB135,201906,MRTG,0.01388178653,Stage 1,980229,13327,0.066,0.21
2131,136,22,MB136,201906,MRTG,0.8829943624,Stage 2,896399,193974,0.597,0.36
2132,137,22,MB137,201906,MRTG,0.6750655816,Stage 1,602928,13732,0.076,0.30
2133,138,22,MB138,201906,MRTG,0.375737625,Stage 1,1121183,38143,0.099,0.34
2134,139,22,MB139,201906,MRTG,0.3933608799,Stage 1,1246864,3429,0.018,0.15
2135,140,22,MB140,201906,MRTG,0.4853619943,Stage 1,1081072,15561,0.045,0.32
2136,141,22,MB141,201906,MRTG,0.471131023,Stage 1,1412854,7505,0.015,0.34
2137,142,22,MB142,201906,MRTG,0.06227983211,Stage 1,693854,37361,0.164,0.33
2138,143,22,MB143,201906,MRTG,0.9034054096,Stage 2,898813,52912,0.259,0.23
2139,144,22,MB144,201906,MRTG,0.9883533197,Stage 3,1439317,143406,1.000,0.10
2140,145,22,MB145,201906,MRTG,0.4732668587,Stage 1,1273038,45777,0.110,0.33
2141,146,22,MB146,201906,MRTG,0.01525482672,Stage 1,549166,32616,0.157,0.38
2142,147,22,MB147,201906,MRTG,0.2218568769,Stage 1,1153717,87188,0.198,0.38
2143,148,22,MB148,201906,MRTG,0.5530935734,Stage 1,661988,31776,0.140,0.34
2144,149,22,MB149,201906,MRTG,0.7229764209,Stage 1,1387075,30293,0.078,0.28
2145,150,22,MB150,201906,MRTG,0.7997610229,Stage 1,643044,1043,0.060,0.03
2146,151,22,MB151,201906,MRTG,0.2159818777,Stage 1,628652,3483,0.168,0.03
2147,152,22,MB152,201906,MRTG,0.8207798737,Stage 2,631708,1857,0.044,0.07
2148,153,22,MB153,201906,MRTG,0.1748496383,Stage 1,1173668,57586,0.165,0.30
2149,154,22,MB154,201906,MRTG,0.1124499806,Stage 1,1220888,384,0.010,0.03
2150,155,22,MB155,201906,MRTG,0.707509952,Stage 1,630584,44031,0.198,0.35
2151,156,22,MB156,201906,MRTG,0.4259311365,Stage 1,634531,35133,0.187,0.30
2152,157,22,MB157,201906,MRTG,0.6950569261,Stage 1,1055189,3156,0.007,0.41
2153,158,22,MB158,201906,MRTG,0.45537561,Stage 1,508415,12972,0.067,0.38
2154,159,22,MB159,201906,MRTG,0.4680800761,Stage 1,969405,75835,0.184,0.42
2155,160,22,MB160,201906,MRTG,0.5487396244,Stage 1,1318872,117678,0.199,0.45
2156,161,22,MB161,201906,MRTG,0.2656088555,Stage 1,679132,10583,0.123,0.13
2157,162,22,MB162,201906,MRTG,0.1754981344,Stage 1,1082166,13935,0.193,0.07
2158,163,22,MB163,201906,MRTG,0.6851164854,Stage 1,1018722,24377,0.125,0.19
2159,164,22,MB164,201906,MRTG,0.1618279035,Stage 1,868267,17320,0.160,0.12
2160,165,22,MB165,201906,MRTG,0.7794218415,Stage 1,1016839,205,0.001,0.18
2161,166,22,MB166,201906,MRTG,0.002198058755,Stage 1,1156238,30883,0.142,0.19
2162,167,22,MB167,201906,MRTG,0.6235063487,Stage 1,570788,17987,0.191,0.16
2163,168,22,MB168,201906,MRTG,0.08862957565,Stage 1,589910,9319,0.062,0.26
2164,169,22,MB169,201906,MRTG,0.8122066932,Stage 2,1495771,11671,0.352,0.02
2165,170,22,MB170,201906,MRTG,0.8176931949,Stage 2,1272861,242771,0.534,0.36
2166,171,22,MB171,201906,MRTG,0.975053025,Stage 3,884549,331870,1.000,0.38
2167,172,22,MB172,201906,MRTG,0.9837755302,Stage 3,1137494,147167,1.000,0.13
2168,173,22,MB173,201906,MRTG,0.5394233209,Stage 1,564769,4231,0.024,0.32
2169,174,22,MB174,201906,MRTG,0.02904239687,Stage 1,916586,2822,0.069,0.04
2170,175,22,MB175,201906,MRTG,0.4355302918,Stage 1,1209537,3812,0.023,0.14
2171,176,22,MB176,201906,MRTG,0.8702820192,Stage 2,884749,106688,0.322,0.37
2172,177,22,MB177,201906,MRTG,0.5300218473,Stage 1,866174,7658,0.193,0.05
2173,178,22,MB178,201906,MRTG,0.5754573378,Stage 1,1385405,53972,0.171,0.23
2174,179,22,MB179,201906,MRTG,0.3782647743,Stage 1,983409,8230,0.037,0.22
2175,180,22,MB180,201906,MRTG,0.9240006974,Stage 2,545176,50054,0.304,0.30
2176,181,22,MB181,201906,MRTG,0.4934163048,Stage 1,1494307,83573,0.130,0.43
2177,182,22,MB182,201906,MRTG,0.3009336362,Stage 1,846773,6513,0.044,0.18
2178,183,22,MB183,201906,MRTG,0.1035248718,Stage 1,847193,2118,0.018,0.14
2179,184,22,MB184,201906,MRTG,0.7827051312,Stage 1,993795,4480,0.011,0.42
2180,185,22,MB185,201906,MRTG,0.1821143384,Stage 1,656770,5173,0.017,0.47
2181,186,22,MB186,201906,MRTG,0.1497512536,Stage 1,882559,24314,0.154,0.18
2182,187,22,MB187,201906,MRTG,0.0345963986,Stage 1,599859,33397,0.179,0.31
2183,188,22,MB188,201906,MRTG,0.7753515487,Stage 1,1388366,54870,0.093,0.42
2184,189,22,MB189,201906,MRTG,0.5596523516,Stage 1,1423157,29342,0.179,0.12
